TOKEN	NER	de_core_news_sm--03-26-06-08-38	/content/drive/MyDrive/NLP_Project_New/models/sermons_60it--03-26-06-15-17	dbmdz/bert-base-german-cased--03-26-06-43-39	/content/drive/MyDrive/NLP_Project_New/models/bert_base_german_cased_finetuned_3ep--03-26-07-51-24	dbmdz/flair-historic-ner-onb--03-26-08-44-50	dbmdz/flair-historic-ner-onb_finetuned_3ep_2e-5--03-26-09-37-54
Jacobs	O	B-PER	B-PER	O	B-PER	B-PER	O
Psalm	O	I-PER	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Da	O	O	O	B-LOC	O	O	O
stehet	O	O	O	B-PER	O	O	O
sie	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
ansehnliche	O	O	O	B-PER	O	O	O
Orgel	O	O	O	B-LOC	O	O	O
!	O	O	O	B-PER	O	O	O
							
Das	O	O	O	B-LOC	O	O	O
ist	O	O	O	O	O	O	O
diese	O	O	O	O	O	O	O
Cither	O	O	O	O	O	O	O
oder	O	O	O	B-PER	O	O	O
Orgel	O	O	O	B-LOC	O	O	O
ist	O	O	O	O	O	O	O
Gott	O	B-PER	O	O	O	B-PER	O
viel	O	O	O	O	O	O	O
angenehmer	O	O	O	B-PER	O	O	O
als	O	O	O	O	O	O	O
die	O	O	O	B-LOC	O	O	O
so	O	O	O	B-PER	O	O	O
keine	O	O	O	B-LOC	O	O	O
Seel	O	O	O	O	O	O	O
hat	O	O	O	B-PER	O	O	O
und	O	O	O	B-LOC	O	O	O
als	O	O	O	B-PER	O	O	O
wenn	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
Seiten	O	O	O	O	O	O	O
ohne	O	O	O	B-PER	O	O	O
Glauben	O	O	O	B-LOC	O	O	O
geschlagen	O	O	O	O	O	O	O
werden	O	O	O	B-PER	O	O	O
:	O	O	O	B-LOC	O	O	O
							
Solchemnach	O	B-LOC	O	B-PER	O	O	O
seye	O	O	O	O	O	O	O
es	O	O	O	O	O	O	O
löblich	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Christenheit	O	O	O	B-LOC	O	O	O
wenn	O	O	O	B-PER	O	O	O
gläubige	O	O	O	B-LOC	O	O	O
Kinder	O	O	O	B-PER	O	O	O
Gottes	O	O	O	O	O	B-PER	O
entweder	O	O	O	O	O	O	O
Lehr	O	O	O	B-LOC	O	O	O
Psalmen	O	O	O	O	O	O	O
anstimmen	O	O	O	B-PER	O	O	O
wordurch	O	O	O	O	O	O	O
sie	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Erkänntniß	O	O	O	B-LOC	O	O	O
der	O	O	O	B-PER	O	O	O
Wahrheit	O	O	O	O	O	O	O
zur	O	O	O	B-LOC	O	O	O
Gottseeligkeit	O	O	O	O	O	O	O
unterwie=	O	O	O	O	O	O	O
Es	O	O	O	B-LOC	O	O	O
5	O	O	O	O	O	O	O
12	O	O	O	O	O	O	O
Pred	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
cantabant	O	O	O	B-LOC	O	O	O
reciproce	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
per	O	O	O	O	O	O	O
vices	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
alternatim	O	O	O	B-PER	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Und	O	O	O	I-LOC	O	O	O
wenn	O	O	O	O	O	O	O
denn	O	O	O	B-PER	O	O	O
euer	O	O	O	O	O	O	O
Herz	O	O	O	B-LOC	O	O	O
ein	O	O	O	O	O	O	O
solch	O	O	O	O	O	O	O
Orgelwerk	O	O	O	O	O	O	O
des	O	O	O	B-PER	O	O	O
heiligen	O	O	O	O	O	O	O
Geistes	O	O	O	B-LOC	O	O	O
worden	O	O	O	B-PER	O	O	O
ist	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
darinnen	O	O	O	B-PER	O	O	O
er	O	O	O	O	O	O	O
selbst	O	O	O	B-LOC	O	O	O
lebet	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
würket	O	B-LOC	O	O	O	O	O
,	O	O	O	O	O	O	O
beweget	O	B-LOC	O	B-PER	O	O	O
und	O	O	O	O	O	O	O
treibet	O	B-LOC	O	B-LOC	O	O	O
;	O	O	O	B-PER	O	O	O
so	O	O	O	O	O	O	O
wird	O	O	O	O	O	O	O
auch	O	O	O	O	O	O	O
hinfort	O	O	O	B-LOC	O	O	O
der	O	O	O	O	O	O	O
Gebrauch	O	O	O	B-PER	O	O	O
eurer	O	O	O	O	O	O	O
Vocal	O	O	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
Jnstrumental	O	O	O	O	O	O	O
Music	O	O	O	O	O	O	O
ohne	O	O	O	O	O	O	O
Zweifel	O	O	O	B-LOC	O	O	O
dem	O	O	O	B-PER	O	O	O
Herrn	O	O	O	O	O	O	O
höchstlieblich	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
wohlgefällig	O	O	O	O	O	O	O
seyn	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
durch	O	O	O	B-PER	O	O	O
Christum	O	B-PER	O	B-LOC	O	B-PER	O
mit	O	O	O	O	O	O	O
väterlichen	O	O	O	B-PER	O	O	O
Gnaden	O	O	O	B-LOC	O	O	O
angenommen	O	O	O	O	O	O	O
werden	O	O	O	B-PER	O	O	O
.	O	O	O	O	O	O	O
							
11	O	O	O	B-LOC	O	O	O
Gott	O	O	O	O	O	B-PER	O
segne	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
viel	O	O	O	O	O	O	O
tausend	O	O	O	O	O	O	O
mahl	O	O	O	O	O	O	O
Die	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Bau	O	O	O	O	O	O	O
gegeben	O	O	O	B-PER	O	O	O
So	O	O	O	B-LOC	O	O	O
wohl	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
hier	O	O	O	O	O	O	O
im	O	O	O	O	O	O	O
Thränen	O	O	O	O	O	B-LOC	O
Thal	O	O	O	O	O	O	O
Als	O	O	O	O	O	O	O
dort	O	O	O	O	O	O	O
im	O	O	O	O	O	O	O
Himmel	O	O	O	O	O	O	O
schweben	O	O	O	B-PER	O	O	O
;	O	O	O	O	O	O	O
So	O	O	O	B-LOC	O	O	O
rühmt	O	O	O	O	O	O	O
man	O	O	O	O	O	O	O
Gott	O	O	O	B-PER	O	B-PER	O
hier	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
dort	O	O	O	B-PER	O	O	O
nahe	O	O	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
fern	O	O	O	O	O	O	O
Und	O	O	O	B-LOC	O	O	O
alles	O	O	O	O	O	O	O
was	O	O	O	O	O	O	O
Odem	O	O	O	B-PER	O	O	O
hat	O	O	O	O	O	O	O
lobet	O	B-PER	O	O	O	O	O
den	O	O	O	O	O	O	O
Herrn	O	O	O	O	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Dise	O	O	O	I-LOC	O	O	O
dise	O	O	O	O	O	O	O
Marianische	O	O	O	O	O	O	O
Rosen	O	B-LOC	O	O	O	O	O
wird	O	O	O	B-PER	O	O	O
euch	O	O	O	O	O	O	O
die	O	O	O	B-LOC	O	O	O
gröste	O	O	O	O	O	O	O
Hitz	O	O	O	O	O	O	O
wenden	O	O	O	B-PER	O	O	O
zumahlen	O	O	O	B-LOC	O	O	O
aller	O	O	O	O	O	O	O
Seelen	O	O	O	O	O	O	O
Tag	O	O	O	O	O	O	O
heyer	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O
einen	O	O	O	O	O	O	O
Sambstag	O	O	O	O	O	O	O
fallet	O	O	O	O	O	O	O
welcher	O	O	O	O	O	O	O
ohne	O	O	O	B-PER	O	O	O
das	O	O	O	B-LOC	O	O	O
gewidmet	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O
der	O	O	O	B-PER	O	O	O
Mutter	O	O	O	B-LOC	O	O	O
GOttes	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Der	O	O	O	B-LOC	O	O	O
Apostel	O	O	B-PER	O	B-PER	O	O
zeiget	O	O	O	O	O	O	O
mit	O	O	O	O	O	O	O
diesen	O	O	O	O	O	O	O
Worten	O	O	O	O	O	O	O
an	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
daß	O	O	O	B-PER	O	O	O
das	O	O	O	B-LOC	O	O	O
Singen	O	O	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
Spielen	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
nicht	O	O	O	B-PER	O	O	O
bloß	O	O	O	O	O	O	O
eine	O	O	O	O	O	O	O
leibliche	O	O	O	B-LOC	O	O	O
Handlung	O	O	O	B-PER	O	O	O
und	O	O	O	O	O	O	O
Uebung	O	O	O	B-LOC	O	O	O
sey	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
an	O	O	O	O	O	O	O
welchen	O	O	O	B-PER	O	O	O
nicht	O	O	O	O	O	O	O
der	O	O	O	B-LOC	O	O	O
Mund	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
die	O	O	O	B-PER	O	O	O
Lippen	O	B-LOC	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
Zunge	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
sondern	O	O	O	O	O	O	O
das	O	O	O	B-PER	O	O	O
Herz	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Geist	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
der	O	O	O	B-PER	O	O	O
Verstand	O	O	O	B-LOC	O	O	O
mit	O	O	O	B-PER	O	O	O
Nachdenken	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
der	O	O	O	O	O	O	O
Wille	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
heiligen	O	O	O	O	O	O	O
Entschliessungen	O	O	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
Vorsätze	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
Antheil	O	O	O	O	O	O	O
nehmen	O	O	O	O	O	O	O
müsse	O	O	O	O	O	O	O
;	O	O	O	B-PER	O	O	O
denn	O	O	O	O	O	O	O
Gott	O	O	O	B-LOC	O	B-PER	O
ist	O	O	O	O	O	O	O
ein	O	O	O	O	O	O	O
Geist	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
ihn	O	O	O	B-PER	O	O	O
anbeten	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
müssen	O	O	O	B-PER	O	O	O
ihn	O	O	O	O	O	O	O
im	O	O	O	O	O	O	O
Geist	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
der	O	O	O	B-PER	O	O	O
Wahrheit	O	O	O	B-LOC	O	O	O
anbeten	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
Joh	O	O	O	O	O	B-PER	O
4	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
24	O	O	O	B-PER	O	O	O
Wir	O	O	O	B-LOC	O	O	O
singen	O	O	O	O	O	O	O
das	O	O	O	O	O	O	O
heißt	O	O	O	O	O	O	O
mit	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Herzen	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
wenn	O	O	O	B-PER	O	O	O
wir	O	O	O	O	O	O	O
mit	O	O	O	B-LOC	O	O	O
Andacht	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
mit	O	O	O	B-PER	O	O	O
Verstand	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
mit	O	O	O	B-PER	O	O	O
Nachdenken	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
mit	O	O	O	B-PER	O	O	O
Anwendung	O	O	O	B-LOC	O	O	O
auf	O	O	O	O	O	O	O
unsern	O	O	O	B-PER	O	O	O
Zustand	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
Lieder	O	O	O	O	O	O	O
anstimmen	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Fleck	O	O	O	B-LOC	O	O	O
aber	O	O	O	B-PER	O	O	O
nur	O	O	O	O	O	O	O
Schandfleck	O	B-PER	O	B-LOC	O	O	O
:	O	O	O	B-PER	O	O	O
							
nemlich	O	O	O	B-LOC	O	O	O
kein	O	O	O	B-PER	O	O	O
faul	O	B-PER	O	O	O	O	O
Geschwätz	O	I-PER	O	B-LOC	O	O	O
und	O	O	O	B-PER	O	O	O
unzüchtige	O	O	O	O	O	O	O
Lieder	O	O	O	B-LOC	O	O	O
dergleichen	O	O	O	B-PER	O	O	O
die	O	O	O	B-LOC	O	O	O
Jüden	O	O	O	O	O	O	O
so	O	O	O	O	O	O	O
wol	O	O	O	O	O	O	O
als	O	O	O	O	O	O	O
Heyden	O	B-PER	O	O	O	B-PER	O
Amos	O	I-PER	O	O	O	O	B-PER
VIII	O	I-PER	O	O	O	O	O
10	O	O	O	O	O	O	O
Ephes	O	O	O	O	O	O	O
V	O	O	O	B-PER	O	O	O
4	O	O	O	O	O	O	O
8	O	O	O	B-LOC	O	O	O
beym	O	O	O	O	O	O	O
Wein	O	O	O	O	O	O	O
oder	O	O	O	B-PER	O	O	O
einem	O	O	O	O	O	O	O
Freuden	O	O	O	B-LOC	O	O	O
Mahl	O	O	O	O	O	O	O
zuweilen	O	O	O	O	O	O	O
angestimmet	O	O	O	O	O	O	O
welches	O	O	O	O	O	O	O
auch	O	O	O	B-PER	O	O	O
Jutta	B-PER	B-PER	O	B-LOC	B-PER	B-PER	O
an	O	O	O	O	O	O	O
ihnen	O	O	O	B-PER	O	O	O
auf	O	O	O	B-LOC	O	O	O
Gottes	O	O	O	O	O	O	O
Befehl	O	O	O	B-PER	O	O	O
ernstlich	O	O	O	B-LOC	O	O	O
bestraffet	O	O	O	O	O	O	O
hat	O	O	O	O	O	O	O
Jes	O	B-PER	O	O	O	O	O
V	O	I-PER	O	O	O	O	O
11	O	O	O	O	O	O	O
12	O	O	O	O	O	O	O
sondern	O	O	O	O	O	O	O
Psalmen	O	O	O	O	O	O	O
Lob	O	O	O	O	O	O	O
Gesänge	O	O	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
geistliche	O	O	O	B-LOC	O	O	O
Lieder	O	O	O	B-PER	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Posaunen	O	O	O	I-LOC	O	O	O
,	O	O	O	O	O	O	O
Pfeifen	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
welche	O	O	O	O	O	O	O
geblasen	O	O	O	O	O	O	O
wurden	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
desgleichen	O	O	O	B-PER	O	O	O
Psalter	O	O	O	O	O	B-PER	O
,	O	O	O	B-LOC	O	O	O
Harfen	O	O	O	B-PER	O	B-PER	O
,	O	O	O	B-LOC	O	O	O
Paucken	O	O	O	B-PER	O	B-PER	O
,	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
man	O	O	O	B-PER	O	O	O
theils	O	O	O	O	O	O	O
mit	O	O	O	B-LOC	O	O	O
Fingern	O	O	O	B-PER	O	O	O
spielete	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
theils	O	O	O	O	O	O	O
mit	O	O	O	O	O	O	O
Stäbchen	O	O	O	O	O	O	O
schlug	O	O	O	B-PER	O	O	O
Ps	O	O	O	B-LOC	O	O	O
150	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
3	O	O	O	B-PER	O	O	O
f	O	O	O	B-LOC	O	O	O
Anja	B-PER	O	O	O	B-PER	B-PER	B-PER
hat	O	O	O	O	O	O	O
sorgfältig	O	O	O	O	O	O	O
nach	O	O	O	O	O	O	O
Einrichtung	O	O	O	B-PER	O	O	O
des	O	O	O	O	O	O	O
öffentlichen	O	O	O	O	O	O	O
Gottesdienstes	O	O	O	B-LOC	O	O	O
die	O	O	O	O	O	O	O
Music	O	O	O	O	O	O	O
eingeführet	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
selbst	O	O	O	O	O	O	O
angeordnet	O	O	O	B-PER	O	O	O
.	O	O	O	B-LOC	O	O	O
							
Act	O	O	O	I-LOC	O	O	O
XVIII	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
24	O	O	O	B-PER	O	O	O
25	O	O	O	B-LOC	O	O	O
26	O	O	O	O	O	O	O
Bald	O	O	O	O	O	O	O
eine	O	O	O	O	O	O	O
Vermahnungs	O	O	O	O	O	O	O
Stimme	O	O	O	O	O	O	O
welche	O	O	O	B-PER	O	O	O
dort	O	O	O	B-LOC	O	O	O
Meinrad	B-PER	O	O	O	B-PER	B-PER	B-PER
zu	O	O	O	B-PER	O	O	O
erheben	O	O	O	B-LOC	O	O	O
versprochen	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Es	O	O	O	B-LOC	O	O	O
hoffen	O	O	O	O	O	O	O
die	O	O	O	O	O	O	O
verstorbenen	O	O	O	O	O	O	O
Ehe	O	O	O	O	O	O	O
Weiber	O	B-PER	O	O	O	O	O
auf	O	O	O	O	O	O	O
ihre	O	O	O	B-PER	O	O	O
hinterlassene	O	O	O	B-LOC	O	O	O
Männer	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
hinwiederum	O	O	O	B-PER	O	O	O
die	O	O	O	B-LOC	O	O	O
Ehemänner	O	O	O	O	O	O	O
auf	O	O	O	O	O	O	O
ihr	O	O	O	B-PER	O	O	O
annoch	O	O	O	B-LOC	O	O	O
im	O	O	O	B-PER	O	O	O
Leben	O	O	O	B-LOC	O	O	O
verbliebene	O	O	O	O	O	O	O
Weiber	O	O	O	O	O	O	O
daß	O	O	O	B-PER	O	O	O
sie	O	O	O	B-LOC	O	O	O
werden	O	O	O	B-PER	O	O	O
nachfolgen	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
bescheidenen	O	O	O	B-LOC	O	O	O
Heimo	B-PER	O	O	O	O	O	O
welche	O	O	O	O	O	O	O
alle	O	O	O	O	O	O	O
Mittel	O	O	O	O	O	O	O
angewandt	O	O	O	O	O	O	O
keinen	O	O	O	O	O	O	O
einigen	O	O	O	O	O	O	O
Unkosten	O	O	O	B-PER	O	O	O
gespahrt	O	O	O	O	O	O	O
damit	O	O	O	B-LOC	O	O	O
sie	O	O	O	O	O	O	O
nur	O	O	O	O	O	O	O
das	O	O	O	O	O	O	O
Ubel	O	O	O	O	O	O	O
von	O	O	O	O	O	O	O
ihrem	O	O	O	B-PER	O	O	O
obschon	O	O	O	B-LOC	O	O	O
groben	O	O	O	O	O	O	O
Mann	O	B-PER	O	O	O	O	O
möchte	O	O	O	O	O	O	O
abwenden	O	O	O	O	O	O	O
so	O	O	O	O	O	O	O
ihme	O	O	O	O	O	O	O
von	O	O	O	O	O	O	O
Olga	B-PER	B-PER	O	O	B-PER	B-PER	B-PER
gedrohet	O	I-PER	O	O	O	O	O
wäre	O	O	O	O	O	O	O
:	O	O	O	O	O	O	O
							
Evi	B-PER	O	O	B-PER	O	O	O
Weinhold	I-PER	B-PER	O	B-LOC	B-PER	B-PER	O
Röhricht	I-PER	I-PER	O	O	O	O	O
Hr	O	I-PER	O	O	O	O	O
.	O	O	B-.	O	O	O	O
							
Opffert	O	B-LOC	O	B-LOC	O	O	O
also	O	O	O	O	O	O	O
mit	O	O	O	O	O	O	O
mir	O	O	O	O	O	O	O
dem	O	O	O	B-PER	O	O	O
grossen	O	O	O	B-LOC	O	O	O
Gott	O	O	O	B-PER	O	O	O
in	O	O	O	O	O	O	O
stiller	O	O	O	B-LOC	O	O	O
Andacht	O	O	O	B-PER	O	O	O
ein	O	O	O	O	O	O	O
gläubiges	O	O	O	B-LOC	O	O	O
Vater	O	O	O	O	O	O	O
Unser	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O
							
da	O	O	O	B-LOC	O	O	O
Er	O	O	O	O	O	O	O
so	O	O	O	O	O	O	O
wohl	O	O	O	O	O	O	O
mit	O	O	O	O	O	O	O
dem	O	O	O	O	O	O	O
Halleluja	O	O	O	B-PER	O	O	O
anfängt	O	O	O	O	O	O	O
und	O	O	O	B-LOC	O	O	O
beschleust	O	O	O	O	O	O	O
als	O	O	O	O	O	O	O
auch	O	O	O	B-PER	O	O	O
mit	O	O	O	B-LOC	O	O	O
demselben	O	O	O	O	O	O	O
alle	O	O	O	O	O	O	O
Verse	O	O	O	B-PER	O	O	O
anhebet	O	O	O	B-LOC	O	O	O
;	O	O	O	B-PER	O	O	O
sondern	O	O	O	B-LOC	O	O	O
da	O	O	O	O	O	O	O
er	O	O	O	O	O	O	O
auch	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
specie	O	B-PER	O	O	O	O	O
allerley	O	I-PER	O	O	O	O	O
Säyten	O	O	O	O	O	O	O
Spiel	O	O	O	O	O	O	O
anführetdadurch	O	O	O	O	O	O	O
Gott	O	O	O	O	O	O	O
gelo	O	O	O	O	O	O	O
Annuente	O	O	O	O	O	O	O
Gönül	B-PER	O	B-PER	O	B-PER	B-PER	B-PER
Tintzmann	I-PER	O	I-PER	O	O	O	O
Commentario	O	B-PER	O	O	O	O	O
huius	O	I-PER	O	O	O	O	O
loci	O	I-PER	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Ein	O	O	O	B-LOC	O	O	O
fein	O	O	O	O	O	O	O
Exempel	O	O	O	O	O	O	O
lesen	O	O	O	B-PER	O	O	O
wir	O	O	O	B-LOC	O	O	O
in	O	O	O	O	O	O	O
der	O	O	O	O	O	O	O
Kirchen	O	O	O	O	O	B-ORG	O
Historia	O	B-LOC	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Zu	O	O	O	B-LOC	O	O	O
predigen	O	O	O	O	O	O	O
dem	O	O	O	B-PER	O	O	O
Volck	O	O	O	O	O	B-PER	O
Jsrael	B-LOC	B-PER	B-LOC	O	B-LOC	O	O
juxta	O	I-PER	O	O	O	O	O
fontem	O	O	O	B-LOC	O	O	O
:	O	O	O	O	O	O	O
							
Und	O	O	O	B-LOC	O	O	O
es	O	O	O	O	O	O	O
fliesset	O	O	O	O	O	O	O
ungezwungen	O	O	O	B-PER	O	O	O
hieraus	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
daß	O	O	O	B-PER	O	O	O
alle	O	O	O	B-LOC	O	O	O
Gnade	O	O	O	O	O	O	O
und	O	O	O	B-PER	O	O	O
Wohlthat	O	B-PER	O	B-LOC	O	O	O
Gottes	O	I-PER	O	O	O	O	O
,	O	O	O	O	O	O	O
welche	O	O	O	B-PER	O	O	O
er	O	O	O	O	O	O	O
seinen	O	O	O	O	O	O	O
Gläubigen	O	O	O	B-LOC	O	O	O
auch	O	O	O	B-PER	O	O	O
in	O	O	O	O	O	O	O
zeitlichen	O	O	O	B-LOC	O	O	O
Dingen	O	O	O	B-PER	O	O	O
gönnet	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
und	O	O	O	O	O	O	O
auch	O	O	O	B-PER	O	O	O
an	O	O	O	B-LOC	O	O	O
ihren	O	O	O	B-PER	O	O	O
leiblichen	O	O	O	B-LOC	O	O	O
Gliedmassen	O	O	O	O	O	O	O
mittheilet	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
sie	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O
gewisser	O	O	O	O	O	O	O
Maasse	O	O	O	O	O	O	O
seelig	O	O	O	O	O	O	O
mache	O	O	O	B-PER	O	O	O
.	O	O	O	B-LOC	O	O	O
							
)	O	O	O	I-LOC	O	O	O
das	O	O	O	O	O	O	O
ist	O	O	O	O	O	O	O
seine	O	O	O	B-PER	O	O	O
unermeßliche	O	O	O	O	O	O	O
und	O	O	O	B-LOC	O	O	O
allgewaltige	O	O	O	O	O	O	O
Krafft	O	O	O	O	O	O	O
und	O	O	O	O	O	O	O
Stärcke	O	B-LOC	O	O	O	O	O
ist	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O
loben	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O
Psalm	O	B-LOC	O	O	O	O	O
.	O	O	O	O	O	O	O
							
Und	O	O	O	B-LOC	O	O	O
wie	O	O	O	O	O	O	O
sollten	O	O	O	B-PER	O	O	O
wir	O	O	O	B-LOC	O	O	O
sogleich	O	O	O	B-PER	O	O	O
,	O	O	O	B-LOC	O	O	O
mit	O	O	O	O	O	O	O
frölichen	O	O	O	B-PER	O	O	O
Muth	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
in	O	O	O	B-PER	O	O	O
andern	O	O	O	O	O	O	O
Kirchen	O	O	O	B-LOC	O	O	O
,	O	O	O	O	O	O	O
des	O	O	O	B-PER	O	O	O
Herrn	O	O	O	B-LOC	O	O	O
Lied	O	O	O	O	O	O	O
singen	O	O	O	B-PER	O	O	O
?	O	O	O	O	O	O	O
							
Joh	O	O	O	B-LOC	B-PER	B-PER	B-PER
Stegmanni	O	O	O	B-PER	O	O	O
Christogn	O	O	O	B-LOC	O	O	O
.	O	O	O	O	O	O	O
							
Dann	O	O	O	B-LOC	O	O	O
solchs	O	O	O	O	O	O	O
ist	O	O	O	B-PER	O	O	O
eine	O	O	O	O	O	O	O
weiß	O	O	O	B-LOC	O	O	O
in	O	O	O	O	O	O	O
Jsrael	O	B-LOC	B-LOC	O	B-LOC	B-PER	O
vnd	O	O	O	O	O	O	O
ein	O	O	O	B-PER	O	O	O
recht	O	O	O	B-LOC	O	O	O
deß	O	O	O	B-PER	O	O	O
Gottes	O	O	O	B-LOC	O	B-PER	O
Catharina	B-PER	B-PER	B-PER	O	O	O	B-PER
.	O	O	O	O	O	O	O
							
welcher	O	O	O	B-PER	O	O	O
Zeug	O	O	O	B-LOC	O	O	O
einen	O	O	O	B-PER	O	O	O
warhafften	O	O	O	B-LOC	O	O	O
Zeugen	O	O	O	O	O	O	O
abgibt	O	O	O	B-PER	O	O	O
was	O	O	O	O	O	O	O
nicht	O	O	O	O	O	O	O
kost	O	O	O	O	O	O	O
ein	O	O	O	O	O	O	O
Baberl	O	O	O	B-LOC	O	O	O
?	O	O	O	B-PER	O	O	O
							
Und	O	O	O	B-LOC	O	O	O
erkenne	O	O	O	B-PER	O	O	O
seine	O	O	O	O	O	O	O
Gnad	O	O	O	B-LOC	O	O	O
mit	O	O	O	B-PER	O	O	O
danckbarestem	O	O	O	O	O	O	O
Gemühte	O	O	O	B-LOC	O	O	O
!	O	O	O	B-PER	O	O	O
							
Wir	O	O	O	B-LOC	O	O	O
loben	O	O	O	O	O	O	O
Sie	O	O	O	O	O	O	O
nicht	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
wir	O	O	O	O	O	O	O
loben	O	O	O	O	O	O	O
den	O	O	O	O	O	O	O
Herrn	O	O	O	O	O	O	O
unsern	O	O	O	B-PER	O	O	O
Gott	O	O	O	O	O	O	O
,	O	O	O	B-LOC	O	O	O
der	O	O	O	O	O	O	O
Jhr	O	B-PER	O	O	O	O	O
Herz	O	I-PER	O	O	O	O	O
geneiget	O	O	O	O	O	O	O
hat	O	O	O	O	O	O	O
sein	O	O	O	O	O	O	O
Werkzeug	O	O	O	O	O	O	O
zu	O	O	O	O	O	O	O
seyn	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O
uns	O	O	O	B-PER	O	O	O
mit	O	O	O	B-LOC	O	O	O
dieser	O	O	O	O	O	O	O
Frucht	O	O	O	O	O	O	O
